0,1
Datasets/LJSpeech-1.1/wavs/LJ006-0284.wav,"it was a special evil of this part of the prison, that the devotional exercises, originally so profitable, had grown into a kind of edifying spectacle,"
Datasets/LJSpeech-1.1/wavs/LJ038-0158.wav,"jarman testified that he ate his lunch on the first floor around five minutes to twelve, and that he neither ate lunch with nor saw oswald."
Datasets/LJSpeech-1.1/wavs/LJ006-0092.wav,and under the scanty covering of a couple of dirty stable-rugs apiece.
Datasets/LJSpeech-1.1/wavs/LJ017-0216.wav,"there were also a frenchman, a norwegian (the carpenter), three chinamen, a ""sclavonian,"" and a black on board."
Datasets/LJSpeech-1.1/wavs/LJ007-0212.wav,"and a tendency to return to much of that laxity and remissness which formerly marked the management of this prison."""
Datasets/LJSpeech-1.1/wavs/LJ014-0177.wav,and he must have been at the end of his resources when he committed the crime for which he suffered.
Datasets/LJSpeech-1.1/wavs/LJ002-0105.wav,"and beyond it was a room called the ""wine room,"" because formerly used for the sale of wine, but"
Datasets/LJSpeech-1.1/wavs/LJ039-0168.wav,each fired two series of three shots.
Datasets/LJSpeech-1.1/wavs/LJ008-0301.wav,"during which they counted the moments -- the prisoners in their cells as usual, and their friends in the street in front of newgate, where they passed the night."
Datasets/LJSpeech-1.1/wavs/LJ042-0047.wav,"for personal, material advantages? happiness is not based on oneself, it does not consist of a small home, of taking and getting,"
Datasets/LJSpeech-1.1/wavs/LJ012-0111.wav,"both the thieves were now apprehended, but only a small portion of the lost property was recovered,"
Datasets/LJSpeech-1.1/wavs/LJ040-0131.wav,"marguerite oswald visited her son at youth house, where she recalled that she waited in line, quote,"
Datasets/LJSpeech-1.1/wavs/LJ009-0264.wav,"his face was visible to the whole crowd, and was fearful to behold."
Datasets/LJSpeech-1.1/wavs/LJ042-0227.wav,"his second answer was that he, quote, went as a citizen of the u.s. (as a tourist) residing in a foreign country which i have a perfect right to do."
Datasets/LJSpeech-1.1/wavs/LJ004-0075.wav,"""who ever heard of a criminal being sentenced to catch the rheumatism or the typhus fever?"""
Datasets/LJSpeech-1.1/wavs/LJ037-0013.wav,"about one hundred feet from the corner the police car pulled up alongside a man on the sidewalk. this man, dressed in a light-colored jacket, approached the car."
Datasets/LJSpeech-1.1/wavs/LJ009-0210.wav,"on the left side of the head the fatal mall,"
Datasets/LJSpeech-1.1/wavs/LJ014-0153.wav,"after this, until the day of execution, she recovered her spirits, and displayed reckless effrontery,"
Datasets/LJSpeech-1.1/wavs/LJ045-0183.wav,"he had argued with her over the use of an alias and had not called her after that argument, although he usually telephoned once or twice a day."
Datasets/LJSpeech-1.1/wavs/LJ048-0289.wav,"however, there is no evidence that these men failed to take any action in dallas within their power that would have averted the tragedy."
Datasets/LJSpeech-1.1/wavs/LJ050-0206.wav,suggest that the secret service is trying to accomplish its job with too few people and without adequate modern equipment.
Datasets/LJSpeech-1.1/wavs/LJ002-0094.wav,"with four casements and two fireplaces, being allotted for a female infirmary"
Datasets/LJSpeech-1.1/wavs/LJ007-0222.wav,"much bitterness of feeling is evidently engendered, and the corporation grows more and more angry with the inspectors."
Datasets/LJSpeech-1.1/wavs/LJ046-0247.wav,"however, the vague requests for information which the secret service made"
Datasets/LJSpeech-1.1/wavs/LJ001-0161.wav,"there seems to be no reason why ordinary paper should not be better made,"
Datasets/LJSpeech-1.1/wavs/LJ033-0075.wav,the long and bulky package
Datasets/LJSpeech-1.1/wavs/LJ005-0222.wav,"and as the window-frames would not shut tight, the prisoners complained much of the cold, especially at night."
Datasets/LJSpeech-1.1/wavs/LJ017-0143.wav,"which followed close on its heels, although in that the verdict of ""not guilty"" was excusable, as the evidence was entirely circumstantial."
Datasets/LJSpeech-1.1/wavs/LJ045-0060.wav,"he apparently attempted to be ""the commander"" by dictating many of the details of their married life."
Datasets/LJSpeech-1.1/wavs/LJ030-0020.wav,"if anybody really wanted to shoot the president of the united states, it was not a very difficult job"
Datasets/LJSpeech-1.1/wavs/LJ008-0295.wav,"when the council had decided, the news was conveyed to newgate by the recorder, who made his ""report,"" as it was called."
Datasets/LJSpeech-1.1/wavs/LJ037-0155.wav,"at the request of the commission, joseph d. nicol, superintendent of the illinois bureau of criminal identification investigation,"
Datasets/LJSpeech-1.1/wavs/LJ010-0177.wav,"as the carriage came up to him oxford turned, put his hand into his breast, drew a pistol, and fired at the queen."
Datasets/LJSpeech-1.1/wavs/LJ050-0117.wav,"particularly those arising from organized groups, within their special jurisdiction."
Datasets/LJSpeech-1.1/wavs/LJ012-0004.wav,inquiries set on foot also elicited the suspicion that the person who had represented mrs. canning's brother
Datasets/LJSpeech-1.1/wavs/LJ016-0425.wav,"when visited one day in the condemned cell, just as st. sepulchre's clock was striking, he looked up and said laughingly, ""go along, clock;"
Datasets/LJSpeech-1.1/wavs/LJ011-0231.wav,"miss turner subsequently married mr. legh of lym hall, cheshire."
Datasets/LJSpeech-1.1/wavs/LJ016-0096.wav,"they were penal servitude men, their names bell, brown, and barry, and they were awaiting transfer to leicester,"
Datasets/LJSpeech-1.1/wavs/LJ015-0001.wav,"chronicles of newgate, volume two. by arthur griffiths. section eighteen: newgate notorieties continued, part three."
Datasets/LJSpeech-1.1/wavs/LJ005-0228.wav,as yet no rules or regulations had been printed or prepared.
Datasets/LJSpeech-1.1/wavs/LJ032-0206.wav,"after comparing the rifle in the simulated photograph with the rifle in exhibit number one thirty-three a, shaneyfelt testified, quote,"
Datasets/LJSpeech-1.1/wavs/LJ007-0216.wav,"for nearly twenty-two hours out of the twenty-four the prisoners are locked up, during which time no officer is stationed in the ward with them."
Datasets/LJSpeech-1.1/wavs/LJ039-0104.wav,firing fifty rounds each day for five days.
Datasets/LJSpeech-1.1/wavs/LJ048-0254.wav,"advised, in the course of the secret service investigation of these events, that each agent reported for duty on time,"
Datasets/LJSpeech-1.1/wavs/LJ013-0015.wav,"being a party to the intended fraud, they obtained further insurances on goods never shipped."
Datasets/LJSpeech-1.1/wavs/LJ028-0142.wav,"while such is its size, in magnificence there is no other city that approaches to it."
Datasets/LJSpeech-1.1/wavs/LJ039-0228.wav,"concerning the shots which struck the president in the back of the neck,"
Datasets/LJSpeech-1.1/wavs/LJ019-0208.wav,"the proposal made was to purchase some fifty thousand square feet between newgate, warwick lane, and the sessions house,"
Datasets/LJSpeech-1.1/wavs/LJ043-0034.wav,contacts with de mohrenschildt and his wife did continue and they saw the oswalds occasionally until the spring of nineteen sixty-three.
Datasets/LJSpeech-1.1/wavs/LJ016-0033.wav,"he had access to the airing yard, and there was for hours no kind of supervision."
Datasets/LJSpeech-1.1/wavs/LJ008-0129.wav,"he soon arrived at the room where the sheriff was to give a receipt for his body, according to the usual custom."
Datasets/LJSpeech-1.1/wavs/LJ007-0061.wav,"he left off because he was so much interfered with and laughed at, and from seeing that no success attended his efforts, owing to the evils arising from association."
Datasets/LJSpeech-1.1/wavs/LJ016-0435.wav,"""two fresh men! may i speak to them? yes! i must caution you,"" he went on to the warders, ""not to go to sleep, or i shall be off through that little hole,"""
Datasets/LJSpeech-1.1/wavs/LJ006-0084.wav,"and so numerous were his opportunities of showing favoritism, that all the prisoners may be said to be in his power."
Datasets/LJSpeech-1.1/wavs/LJ024-0013.wav,this plan will save our national constitution from hardening of the judicial arteries.
Datasets/LJSpeech-1.1/wavs/LJ049-0065.wav,"a number of steps are taken, however, to permit appropriate steps to be taken in an emergency."
Datasets/LJSpeech-1.1/wavs/LJ033-0090.wav,"he asked, quote, what's the package, lee? end quote. oswald replied, quote, curtain rods, end quote."
Datasets/LJSpeech-1.1/wavs/LJ040-0010.wav,"the motives of any man, however, must be analyzed in terms of the character and state of mind of the particular individual involved."
Datasets/LJSpeech-1.1/wavs/LJ027-0137.wav,"""it is an observable fact,"" says romanes,"
Datasets/LJSpeech-1.1/wavs/LJ023-0074.wav,but a little later the court itself admitted
Datasets/LJSpeech-1.1/wavs/LJ010-0096.wav,"edgeware road, completing their dispositions for assuming supreme power after the blow had been struck."
Datasets/LJSpeech-1.1/wavs/LJ043-0053.wav,and became quite incensed with his wife when she would open the door for her in spite of his instructions to the contrary.
Datasets/LJSpeech-1.1/wavs/LJ021-0079.wav,"nevertheless the gains of trade and industry, as a whole, have been substantial."
Datasets/LJSpeech-1.1/wavs/LJ004-0160.wav,"the uproar of oaths, complaints, and obscenity,"
Datasets/LJSpeech-1.1/wavs/LJ037-0055.wav,"detective l. c. graves, who had been with mrs. markham before the lineup"
Datasets/LJSpeech-1.1/wavs/LJ028-0056.wav,"nebuchadnezzar, or nebuchadrezzar, as his name should be spelled, was the greatest character in babylonian history,"
Datasets/LJSpeech-1.1/wavs/LJ030-0108.wav,"white house communications car, trade mart, love field, and the presidential and vice-presidential airplanes."
Datasets/LJSpeech-1.1/wavs/LJ012-0141.wav,"moss presently turned approver,"
Datasets/LJSpeech-1.1/wavs/LJ006-0231.wav,"these fights sometimes took place in the daytime, when a ring was regularly formed, and two or three stood by the door to watch for the officer's approach."
Datasets/LJSpeech-1.1/wavs/LJ037-0247.wav,"marina oswald also identified commission exhibit number one sixty-two, the jacket found by captain westbrook, as her husband's second jacket."
Datasets/LJSpeech-1.1/wavs/LJ044-0004.wav,political activities
Datasets/LJSpeech-1.1/wavs/LJ015-0235.wav,"and last, but not least, agar frequently traveled up and down the line to test the false keys he had manufactured with pierce's assistance."
Datasets/LJSpeech-1.1/wavs/LJ019-0189.wav,"this plan was on the principle of cellular separation, a system, according to lord john russell, desirable in all prisons,"
Datasets/LJSpeech-1.1/wavs/LJ028-0054.wav,"he continued the building operations of his father, until babylon became the greatest city of its age,"
Datasets/LJSpeech-1.1/wavs/LJ022-0098.wav,of making full use of existing employment services and to assist people engaged in relief work
Datasets/LJSpeech-1.1/wavs/LJ042-0250.wav,he sought an immediate grant of visa on his trip to mexico city in late september of nineteen sixty-three.
Datasets/LJSpeech-1.1/wavs/LJ043-0159.wav,answer: yes.
Datasets/LJSpeech-1.1/wavs/LJ035-0107.wav,testified that he took the west elevator to the first floor after hearing a noise which sounded like a backfire.
Datasets/LJSpeech-1.1/wavs/LJ017-0046.wav,great personages occupied seats upon the bench;
Datasets/LJSpeech-1.1/wavs/LJ015-0219.wav,"at last he decided to enlist one tester, a clerk in the traffic department, whom he thought would prove a likely tool."
Datasets/LJSpeech-1.1/wavs/LJ047-0185.wav,i had now established that lee oswald was not employed in a sensitive industry.
Datasets/LJSpeech-1.1/wavs/LJ003-0284.wav,"that when they were not carousing, plotting, or scheming,"
Datasets/LJSpeech-1.1/wavs/LJ002-0331.wav,"and they were not in great demand, in order to convert them into mop-heads or cleaning-rags."
Datasets/LJSpeech-1.1/wavs/LJ041-0199.wav,"is shown most clearly by his employment relations after his return from the soviet union. of course, he made his real problems worse to the extent"
Datasets/LJSpeech-1.1/wavs/LJ003-0190.wav,"except in murder cases, where the execution was generally very promptly performed,"
Datasets/LJSpeech-1.1/wavs/LJ011-0239.wav,"where robbery with violence was intended, the perpetrators had now to adopt various shifts and contrivances to secure their victim."
Datasets/LJSpeech-1.1/wavs/LJ049-0068.wav,a doctor is in the motorcade.
Datasets/LJSpeech-1.1/wavs/LJ048-0218.wav,"however, the commission does not believe that agents stationed in a car behind the presidential car,"
Datasets/LJSpeech-1.1/wavs/LJ016-0037.wav,"with only a short interval between it and the wall, supported by a horizontal iron railing with upright points;"
Datasets/LJSpeech-1.1/wavs/LJ037-0038.wav,"at the southeast corner of the intersection, approximately fifty feet away."
Datasets/LJSpeech-1.1/wavs/LJ038-0113.wav,when they lived on neely street.
Datasets/LJSpeech-1.1/wavs/LJ033-0194.wav,"the blanket in which the rifle was stored was composed of brown and green cotton, viscose and woolen fibers."
Datasets/LJSpeech-1.1/wavs/LJ008-0144.wav,"in eighteen oh seven, an event long remembered from the fatal and disastrous consequences which followed it."
Datasets/LJSpeech-1.1/wavs/LJ025-0173.wav,"the watery solution, in which its roots are plunged, contains nitrogen but no carbon;"
Datasets/LJSpeech-1.1/wavs/LJ028-0096.wav,"who reverences their lordship; the untiring governor, who ponders daily concerning the maintenance of esagil and ezida,"
Datasets/LJSpeech-1.1/wavs/LJ012-0131.wav,"the letter informed him of the marks and sizes of the cases containing the precious metal,"
Datasets/LJSpeech-1.1/wavs/LJ019-0333.wav,"were elected to inspect the prisons frequently, to examine the prisoners, hear complaints, and check abuses."
Datasets/LJSpeech-1.1/wavs/LJ028-0219.wav,"all the people of babylon prostrated themselves before him, and, kissing his feet, rejoiced in his sovereignty, while happiness shone on their faces."
Datasets/LJSpeech-1.1/wavs/LJ035-0003.wav,"in considering whether oswald was at the southeast corner window at the time the shots were fired,"
Datasets/LJSpeech-1.1/wavs/LJ031-0122.wav,treated the gunshot wound in the left thigh.
Datasets/LJSpeech-1.1/wavs/LJ015-0083.wav,"this ingenious method of raising funds he adopted and carried on without detection,"
Datasets/LJSpeech-1.1/wavs/LJ018-0336.wav,"webster's devices for disposing of the body of her victim will call to mind those of theodore gardelle,"
Datasets/LJSpeech-1.1/wavs/LJ019-0346.wav,"they might raise funds for this purpose, provided a certificate for the necessity for the new works was given, either by the recorder"
Datasets/LJSpeech-1.1/wavs/LJ043-0003.wav,"background and possible motives, part four."
Datasets/LJSpeech-1.1/wavs/LJ033-0004.wav,"the commission has evaluated the evidence tending to show how lee harvey oswald's mannlicher-carcano rifle, serial number c two seven six six,"
Datasets/LJSpeech-1.1/wavs/LJ047-0239.wav,the two men disagree about the conversation which took place between them.
Datasets/LJSpeech-1.1/wavs/LJ044-0219.wav,"you could tell what they wanted you to do by reading between the lines, reading the thing and doing a little reading between the lines, end quote."
Datasets/LJSpeech-1.1/wavs/LJ016-0082.wav,the ward was one short of its number. what had become of the fellow?
Datasets/LJSpeech-1.1/wavs/LJ046-0227.wav,"according to special agent in charge bouck,"
Datasets/LJSpeech-1.1/wavs/LJ010-0233.wav,"here again probably it was partly the love of notoriety which was the incentive,"
Datasets/LJSpeech-1.1/wavs/LJ019-0287.wav,"they were very numerous, very imperfect in construction and management, and they were very little required."
Datasets/LJSpeech-1.1/wavs/LJ009-0239.wav,"the whole case was referred to the king, and the poor wretch, whose crime had been a military one, was eventually pardoned."
Datasets/LJSpeech-1.1/wavs/LJ022-0017.wav,the general good was at a discount.
Datasets/LJSpeech-1.1/wavs/LJ015-0092.wav,"when his friends asked why he, a wealthy man of independent means, continued to slave on as a clerk on a pittance,"
Datasets/LJSpeech-1.1/wavs/LJ025-0106.wav,"which contain no chlorophyll and are not green, are always, so far as respiration is concerned, in the exact position of animals."
Datasets/LJSpeech-1.1/wavs/LJ019-0315.wav,also their constant employment in labor appropriate to their condition.
Datasets/LJSpeech-1.1/wavs/LJ002-0321.wav,others who arrived just after the time of distribution were often forty-eight hours without food. the latter might also be six days without meat.
Datasets/LJSpeech-1.1/wavs/LJ027-0170.wav,"finally, it loses the tail, or rather its tail is absorbed and its material used in further development, and it becomes a perfect frog,"
Datasets/LJSpeech-1.1/wavs/LJ029-0007.wav,"this chapter reviews the motorcade through dallas, the fleeting moments of the assassination,"
Datasets/LJSpeech-1.1/wavs/LJ028-0086.wav,"the lips are thin, the chin prominent; the neck is that of a strong vigorous man."
Datasets/LJSpeech-1.1/wavs/LJ043-0009.wav,a russian-speaking petroleum engineer whom oswald met as a result of his contact with the texas employment commission office in fort worth.
Datasets/LJSpeech-1.1/wavs/LJ032-0116.wav,it was examined by lt. j. c. day of the identification bureau of the dallas police.
Datasets/LJSpeech-1.1/wavs/LJ027-0145.wav,"that such a recapitulation in the life history of an existing animal of developmental changes successively distinctive of sundry allied,"
Datasets/LJSpeech-1.1/wavs/LJ004-0138.wav,"one poor wretch, who had slept next the wall, said he had been literally unable to move for the pressure."
Datasets/LJSpeech-1.1/wavs/LJ032-0157.wav,"was a tuft of several cotton fibers of dark blue, gray-black, and orange-yellow shades."
Datasets/LJSpeech-1.1/wavs/LJ026-0069.wav,"as the potential energy of foodstuffs, but comes in principally as the kinetic energy of sunlight absorbed in the leaves."
Datasets/LJSpeech-1.1/wavs/LJ016-0403.wav,his effrontery was only outdone by his cool contempt for the consolations of religion.
Datasets/LJSpeech-1.1/wavs/LJ006-0168.wav,to taking the descriptions of newly-arrived prisoners.
Datasets/LJSpeech-1.1/wavs/LJ031-0114.wav,two additional operations were performed on governor connally for wounds which he had not realized he had sustained until he regained consciousness the following day.
Datasets/LJSpeech-1.1/wavs/LJ002-0137.wav,"so much inconvenience ensued, that in fifteen eighteen the corporation obtained from parliament an act empowering two aldermen"
Datasets/LJSpeech-1.1/wavs/LJ014-0251.wav,in this way watts had complete control over the whole of the monetary transactions of the company.
Datasets/LJSpeech-1.1/wavs/LJ036-0210.wav,"at approximately one:fifteen p.m., tippit, who was cruising east on tenth street,"
Datasets/LJSpeech-1.1/wavs/LJ024-0016.wav,"if, for instance, any one of the six justices of the supreme court now over the age of seventy should retire as provided under the plan,"
Datasets/LJSpeech-1.1/wavs/LJ040-0086.wav,in the fall of nineteen forty-eight she told john pic and robert oswald
Datasets/LJSpeech-1.1/wavs/LJ018-0334.wav,"webster, it may be mentioned here, was one of the worst prisoners ever remembered in newgate"
Datasets/LJSpeech-1.1/wavs/LJ031-0158.wav,"as soon as one of the agents learned of the shooting, he asked the officer in charge of the police detail at the airport"
Datasets/LJSpeech-1.1/wavs/LJ034-0109.wav,one-sixty to one-seventy pounds.
Datasets/LJSpeech-1.1/wavs/LJ006-0220.wav,feasting alternated with fighting.
Datasets/LJSpeech-1.1/wavs/LJ030-0078.wav,"presidential assistants david f. powers and kenneth o'donnell sat in the right and left jump seats, respectively."
Datasets/LJSpeech-1.1/wavs/LJ016-0241.wav,"calcraft served the city of london till eighteen seventy-four, when he was pensioned at the rate of twenty-five shillings per week."
Datasets/LJSpeech-1.1/wavs/LJ016-0202.wav,"calcraft's emoluments were a guinea per week, and an extra guinea for every execution."
Datasets/LJSpeech-1.1/wavs/LJ018-0091.wav,"wagner and bateman, who had already been convicted of systematic forgery, and sentenced to transportation, but they had been released on ticket-of-leave"
Datasets/LJSpeech-1.1/wavs/LJ044-0214.wav,reported castro as saying cuba could not accept a situation where at the same time the united states was trying to ease world tensions
Datasets/LJSpeech-1.1/wavs/LJ003-0329.wav,"in common justice to them, it must be admitted that immediate effect was given to all that could be easily carried out."
Datasets/LJSpeech-1.1/wavs/LJ030-0029.wav,"after a welcome from the dallas reception committee,"
Datasets/LJSpeech-1.1/wavs/LJ026-0141.wav,the construction in the cells of new proteid from the absorbed carbohydrate and the materials from the soil is true anabolism.
Datasets/LJSpeech-1.1/wavs/LJ015-0249.wav,"the theft was discovered at boulogne, when the boxes were found not to weigh exactly what they ought. but no clue was obtained to the thieves,"
Datasets/LJSpeech-1.1/wavs/LJ028-0252.wav,"only the king's son, belshazzar, was killed."
Datasets/LJSpeech-1.1/wavs/LJ043-0030.wav,"if somebody did that to me, a lousy trick like that, to take my wife away, and all the furniture, i would be mad as hell, too."
Datasets/LJSpeech-1.1/wavs/LJ001-0139.wav,"a blemish which can be nearly, though not wholly, avoided by care and forethought"
Datasets/LJSpeech-1.1/wavs/LJ031-0160.wav,the police were cautioned to prevent picture taking.
Datasets/LJSpeech-1.1/wavs/LJ032-0104.wav,"marina oswald testified,"
Datasets/LJSpeech-1.1/wavs/LJ033-0165.wav,"in all of the observations and physical tests that i made i found the bag and the paper sample were the same, end quote."
Datasets/LJSpeech-1.1/wavs/LJ049-0029.wav,"without attempting to prescribe or recommend specific measures which should be employed for the future protection of presidents,"
Datasets/LJSpeech-1.1/wavs/LJ045-0186.wav,he must have planned his attack at the very latest prior to thursday morning when he spoke to frazier.
Datasets/LJSpeech-1.1/wavs/LJ022-0076.wav,and we have every reason to believe that it should be in full swing by autumn.
Datasets/LJSpeech-1.1/wavs/LJ003-0300.wav,"that all prisoners should always be in separate cells by night, and those of short sentences by day."
Datasets/LJSpeech-1.1/wavs/LJ030-0233.wav,behind the presidential follow-up car at the time of the shooting and signaled for it to move in closer.
Datasets/LJSpeech-1.1/wavs/LJ041-0183.wav,"delgado and oswald talked more about cuba than russia, and sometimes imagined themselves as leaders in the cuban army or government,"
Datasets/LJSpeech-1.1/wavs/LJ009-0015.wav,i will quote an extract from the reverend gentleman's own journal.
Datasets/LJSpeech-1.1/wavs/LJ001-0033.wav,but which must certainly have come from the study of the twelfth or even the eleventh century mss.
Datasets/LJSpeech-1.1/wavs/LJ035-0054.wav,he had been proceeding toward the rear of the lunchroom.
Datasets/LJSpeech-1.1/wavs/LJ006-0014.wav,"they should be persons, he thought, selected from the highest class; the duty was most important,"
Datasets/LJSpeech-1.1/wavs/LJ038-0136.wav,"in concluding that oswald was carrying a rifle in the paper bag on the morning of november twenty-two, nineteen sixty-three,"
Datasets/LJSpeech-1.1/wavs/LJ001-0113.wav,"there is a grossness in the upper finishings of letters like the c, the a, and so on,"
Datasets/LJSpeech-1.1/wavs/LJ015-0293.wav,as coming from a mr. whitney.
Datasets/LJSpeech-1.1/wavs/LJ005-0285.wav,"this committee, as well as the one preceding it, also reported in terms of strong reprobation on the small prisons and jails"
Datasets/LJSpeech-1.1/wavs/LJ031-0230.wav,"after the autopsy was concluded at approximately eleven p.m., the president's body was prepared for burial."
Datasets/LJSpeech-1.1/wavs/LJ011-0284.wav,"his captors having thus succeeded in their designs, left him, no doubt to realize the money."
Datasets/LJSpeech-1.1/wavs/LJ037-0040.wav,"she saw the man come to the right window of the police car. as he talked, he leaned on the ledge of the right window with his arms."
Datasets/LJSpeech-1.1/wavs/LJ029-0026.wav,it was agreed that the planning of events in texas would be left largely to the governor.
Datasets/LJSpeech-1.1/wavs/LJ047-0212.wav,"would have seemed somewhat serious to us, even though i must admit, that none of these in themselves would be"
